adress_id,bezeichnung,latitude,longitude,service_id,service_kfz_parkplaetze_fuer_behinderte,service_hilfen_fuer_gehbehinderte,service_hilfen_fuer_sehbehinderte,service_hilfen_fuer_gehoerlose_und_schwerhoerige_menschen,service_bezeichnung,service_anzeigename,service_beschreibung,service_kurzbeschreibung,besondere_angebote,sonstige_angebote,altersgruppe,weitere_informationen,
1057999,"Spielplatz ""Tengstr., Alter nördlicher Friedhof""",48.15423407810853,11.568473357404294,1058000,Nein,Nein,Nein,Nein,"Spielplatz ""Tengstr., Alter nördlicher Friedhof""","Spielplatz ""Tengstr., Alter nördlicher Friedhof""",,,"Bolzplatz
Streetball",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058001,"Spielplatz ""Leopoldpark, zw. Leopoldstr. und Friedrichstr.""",48.15634651274673,11.580364355199343,1058002,Nein,Nein,Nein,Nein,"Spielplatz ""Leopoldpark, zw. Leopoldstr. und Friedrichstr.""","Spielplatz ""Leopoldpark, zw. Leopoldstr. und Friedrichstr.""",,,"Rodelhügel
Streetball",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058003,"Spielplatz ""Englischer Garten, südl. Kleinhesseloher See""",48.156795531842434,11.595253404328641,1058004,Nein,Nein,Nein,Nein,"Spielplatz ""Englischer Garten, südl. Kleinhesseloher See""","Spielplatz ""Englischer Garten, südl. Kleinhesseloher See""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058005,"Spielplatz ""Englischer Garten, Rumfordschlössel""",48.15400294069289,11.591391075514313,1058006,Nein,Nein,Nein,Nein,"Spielplatz ""Englischer Garten, Rumfordschlössel""","Spielplatz ""Englischer Garten, Rumfordschlössel""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058007,"Spielplatz ""Englischer Garten, Petersbergl""",48.152378924814066,11.589925558658818,1058008,Nein,Nein,Nein,Nein,"Spielplatz ""Englischer Garten, Petersbergl""","Spielplatz ""Englischer Garten, Petersbergl""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058009,"Spielplatz ""Luisenstr. 20, Königsplatz""",48.14731515354127,11.565279137495487,1058010,Nein,Nein,Nein,Nein,"Spielplatz ""Luisenstr. 20, Königsplatz""","Spielplatz ""Luisenstr. 20, Königsplatz""",,,Rodelhügel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058011,"Spielplatz ""Blutenburgstr., ggü. Nr. 42""",48.148393566449506,11.546428730929307,1058012,Nein,Nein,Nein,Nein,"Spielplatz ""Blutenburgstr., ggü. Nr. 42""","Spielplatz ""Blutenburgstr., ggü. Nr. 42""",,,"Bolzplatz
Streetball
Wasserspiel",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058013,"Spielplatz ""Schrenkstr. 8, Westendstr.""",48.1386024146922,11.540293845128739,1058014,Nein,Nein,Nein,Nein,"Spielplatz ""Schrenkstr. 8, Westendstr.""","Spielplatz ""Schrenkstr. 8, Westendstr.""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058015,"Spielplatz ""Schwanthalerstr. 151, im Wohnbereich""",48.13723049539167,11.541313774004824,1058016,Nein,Nein,Nein,Nein,"Spielplatz ""Schwanthalerstr. 151, im Wohnbereich""","Spielplatz ""Schwanthalerstr. 151, im Wohnbereich""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058017,"Spielplatz ""Gollierplatz""",48.136298863128864,11.535504390643577,1058018,Nein,Nein,Nein,Nein,"Spielplatz ""Gollierplatz""","Spielplatz ""Gollierplatz""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058019,"Spielplatz ""Georg-Freundorfer-Platz""",48.13443475489911,11.539363660772526,1058020,Nein,Nein,Nein,Nein,"Spielplatz ""Georg-Freundorfer-Platz""","Spielplatz ""Georg-Freundorfer-Platz""",,,"Bodenschach
Bolzplatz
Sommerstockbahn",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058021,"Spielplatz ""Schießstättstr. ggü. Nr. 22""",48.136249689275914,11.545715977053588,1058022,Nein,Nein,Nein,Nein,"Spielplatz ""Schießstättstr. ggü. Nr. 22""","Spielplatz ""Schießstättstr. ggü. Nr. 22""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058023,"Spielplatz ""Theresienhöhe, Zirkuswiese""",48.13713491099494,11.548986548934618,1058024,Nein,Nein,Nein,Nein,"Spielplatz ""Theresienhöhe, Zirkuswiese""","Spielplatz ""Theresienhöhe, Zirkuswiese""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058025,"Spielplatz ""Sophienstr., Alter Botanischer Garten""",48.142325046833434,11.563224994957283,1058026,Nein,Nein,Nein,Nein,"Spielplatz ""Sophienstr., Alter Botanischer Garten""","Spielplatz ""Sophienstr., Alter Botanischer Garten""",,,"Rodelhügel
Streetball
Wasserspiel",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058027,"Spielplatz ""Maximiliansanlagen, beim Wasserwerk""",48.13821182128693,11.59428406689009,1058028,Nein,Nein,Nein,Nein,"Spielplatz ""Maximiliansanlagen, beim Wasserwerk""","Spielplatz ""Maximiliansanlagen, beim Wasserwerk""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058029,"Spielplatz ""Englischer Garten, Veterinärstr.""",48.14948534428707,11.58554053219223,1058030,Nein,Nein,Nein,Nein,"Spielplatz ""Englischer Garten, Veterinärstr.""","Spielplatz ""Englischer Garten, Veterinärstr.""",,,Wasserspiel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058031,"Spielplatz ""Englischer Garten, Am Hirschanger""",48.14492855410273,11.588842590945731,1058032,Nein,Nein,Nein,Nein,"Spielplatz ""Englischer Garten, Am Hirschanger""","Spielplatz ""Englischer Garten, Am Hirschanger""",,,"Bolzplatz
Streetball",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058033,"Spielplatz ""St.-Anna-Str. 17""",48.13980174299036,11.586169269166193,1058034,Nein,Nein,Nein,Nein,"Spielplatz ""St.-Anna-Str. 17""","Spielplatz ""St.-Anna-Str. 17""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058035,"Spielplatz ""Herzog-Wilhelm-Str., Kreuzstr., ggü. Nr. 22""",48.13492904771772,11.567076409680157,1058036,Nein,Nein,Nein,Nein,"Spielplatz ""Herzog-Wilhelm-Str., Kreuzstr., ggü. Nr. 22""","Spielplatz ""Herzog-Wilhelm-Str., Kreuzstr., ggü. Nr. 22""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058037,"Spielplatz ""Bavariaring, westl. der U-Bahn""",48.13545098962365,11.550734456532803,1058038,Nein,Nein,Nein,Nein,"Spielplatz ""Bavariaring, westl. der U-Bahn""","Spielplatz ""Bavariaring, westl. der U-Bahn""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058039,"Spielplatz ""Theresienwiese, am Hang, Anlieferstr. West unterhalb XXL Lutz""",48.135325141474965,11.548451522655927,1058040,Nein,Nein,Nein,Nein,"Spielplatz ""Theresienwiese, am Hang, Anlieferstr. West unterhalb XXL Lutz""","Spielplatz ""Theresienwiese, am Hang, Anlieferstr. West unterhalb XXL Lutz""",,,Rodelhügel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058041,"Spielplatz ""Heimeranstr. 10, östl. Feuerwehrhaus""",48.13416516793433,11.543934026946875,1058042,Nein,Nein,Nein,Nein,"Spielplatz ""Heimeranstr. 10, östl. Feuerwehrhaus""","Spielplatz ""Heimeranstr. 10, östl. Feuerwehrhaus""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058043,"Spielplatz ""Theresienhöhe, Am Bavariapark""",48.1307127079659,11.54192254698018,1058044,Nein,Nein,Nein,Nein,"Spielplatz ""Theresienhöhe, Am Bavariapark""","Spielplatz ""Theresienhöhe, Am Bavariapark""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058045,"Spielplatz ""Theresienwiese Bolzplatz, südlich U-Bahnhof""",48.13276828515136,11.552356567968278,1058046,Nein,Nein,Nein,Nein,"Spielplatz ""Theresienwiese Bolzplatz, südlich U-Bahnhof""","Spielplatz ""Theresienwiese Bolzplatz, südlich U-Bahnhof""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058047,"Spielplatz ""Hochbrücken- / Herrnstr., Marienstr.""",48.13677038367856,11.58103423021393,1058048,Nein,Nein,Nein,Nein,"Spielplatz ""Hochbrücken- / Herrnstr., Marienstr.""","Spielplatz ""Hochbrücken- / Herrnstr., Marienstr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058049,"Spielplatz ""Mariannenplatz""",48.135091758165885,11.586878832088582,1058050,Nein,Nein,Nein,Nein,"Spielplatz ""Mariannenplatz""","Spielplatz ""Mariannenplatz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058051,"Spielplatz ""Sckellstr.""",48.13868164088613,11.594898442408955,1058052,Nein,Nein,Nein,Nein,"Spielplatz ""Sckellstr.""","Spielplatz ""Sckellstr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058053,"Spielplatz ""Kirchenstr. Ecke Seeriederstr.""",48.133744120867824,11.602595200774129,1058054,Nein,Nein,Nein,Nein,"Spielplatz ""Kirchenstr. Ecke Seeriederstr.""","Spielplatz ""Kirchenstr. Ecke Seeriederstr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058055,"Spielplatz ""Schneckenburgerstr., Kuglerstr.""",48.137151992561726,11.60502771975932,1058056,Nein,Nein,Nein,Nein,"Spielplatz ""Schneckenburgerstr., Kuglerstr.""","Spielplatz ""Schneckenburgerstr., Kuglerstr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058057,"Spielplatz ""Ernst-Reuter-Str., nördl. Nr. 4""",48.13625477657578,11.61093286441396,1058058,Nein,Nein,Nein,Nein,"Spielplatz ""Ernst-Reuter-Str., nördl. Nr. 4""","Spielplatz ""Ernst-Reuter-Str., nördl. Nr. 4""",,,Streetball,,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058059,"Spielplatz ""Kirchen-/Flurstr., Kronepark""",48.13501512190099,11.606065171900516,1058060,Nein,Nein,Nein,Nein,"Spielplatz ""Kirchen-/Flurstr., Kronepark""","Spielplatz ""Kirchen-/Flurstr., Kronepark""",,,Bolzplatz,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058061,"Spielplatz ""Kirchen-/Flurstr., Kronepark""",48.13416132404979,11.606232914336319,1058062,Nein,Nein,Nein,Nein,"Spielplatz ""Kirchen-/Flurstr., Kronepark""","Spielplatz ""Kirchen-/Flurstr., Kronepark""",,,Sommerstockbahn,,"Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058063,"Spielplatz ""Kirchen-/Flurstr., Kronepark""",48.13351996075375,11.608038098996118,1058064,Nein,Nein,Nein,Nein,"Spielplatz ""Kirchen-/Flurstr., Kronepark""","Spielplatz ""Kirchen-/Flurstr., Kronepark""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058065,"Spielplatz ""Elsässer Str., Hypo-Park""",48.13244663771927,11.604499490894586,1058066,Nein,Nein,Nein,Nein,"Spielplatz ""Elsässer Str., Hypo-Park""","Spielplatz ""Elsässer Str., Hypo-Park""",,,"Bolzplatz
Rodelhügel
Sommerstockbahn
Streetball",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058067,"Spielplatz ""Johannisplatz nördlich""",48.13412733303932,11.598991628170783,1058068,Nein,Nein,Nein,Nein,"Spielplatz ""Johannisplatz nördlich""","Spielplatz ""Johannisplatz nördlich""",,,Wasserspiel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058069,"Spielplatz ""Johannisplatz südlich""",48.133081504893454,11.598247405482654,1058070,Nein,Nein,Nein,Nein,"Spielplatz ""Johannisplatz südlich""","Spielplatz ""Johannisplatz südlich""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058071,"Spielplatz ""Am Gasteig, beim Kircherl""",48.13357813128748,11.591149853335185,1058072,Nein,Nein,Nein,Nein,"Spielplatz ""Am Gasteig, beim Kircherl""","Spielplatz ""Am Gasteig, beim Kircherl""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058073,"Spielplatz ""Kellerstr., ggü. Holzhofstr.""",48.13104911047489,11.59315818185334,1058074,Nein,Nein,Nein,Nein,"Spielplatz ""Kellerstr., ggü. Holzhofstr.""","Spielplatz ""Kellerstr., ggü. Holzhofstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058075,"Spielplatz ""Zellstr., nördl. Kabelsteg""",48.13442899156315,11.590162336996471,1058076,Nein,Nein,Nein,Nein,"Spielplatz ""Zellstr., nördl. Kabelsteg""","Spielplatz ""Zellstr., nördl. Kabelsteg""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058077,"Spielplatz ""Auf der Insel, hinter Vater Rhein Brunnen""",48.13330453383496,11.587564893726928,1058078,Nein,Nein,Nein,Nein,"Spielplatz ""Auf der Insel, hinter Vater Rhein Brunnen""","Spielplatz ""Auf der Insel, hinter Vater Rhein Brunnen""",,,Wasserspiel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058079,"Spielplatz ""Nußbaumstr. Ecke Ziemssenstr, Krankenhausanlage""",48.13262921175431,11.562971241085746,1058080,Nein,Nein,Nein,Nein,"Spielplatz ""Nußbaumstr. Ecke Ziemssenstr, Krankenhausanlage""","Spielplatz ""Nußbaumstr. Ecke Ziemssenstr, Krankenhausanlage""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058081,"Spielplatz ""Bavariaring""",48.13277146957423,11.553176063445553,1058082,Nein,Nein,Nein,Nein,"Spielplatz ""Bavariaring""","Spielplatz ""Bavariaring""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058083,"Spielplatz ""Bavariaring""",48.128575097486525,11.551775008127825,1058084,Nein,Nein,Nein,Nein,"Spielplatz ""Bavariaring""","Spielplatz ""Bavariaring""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058085,"Spielplatz ""Hans-Fischer-Str., nördl. Bahnlinie""",48.12682297198624,11.54530197069234,1058086,Nein,Nein,Nein,Nein,"Spielplatz ""Hans-Fischer-Str., nördl. Bahnlinie""","Spielplatz ""Hans-Fischer-Str., nördl. Bahnlinie""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058087,"Spielplatz ""Alter südl. Friedhof, ggü. Thalkirchner Str. 34""",48.1267773467145,11.563719346858738,1058088,Nein,Nein,Nein,Nein,"Spielplatz ""Alter südl. Friedhof, ggü. Thalkirchner Str. 34""","Spielplatz ""Alter südl. Friedhof, ggü. Thalkirchner Str. 34""",,,,Tischtennis,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058089,"Spielplatz ""Fleischerstr.,  Schmellerwiese""",48.12412239941273,11.553842010410527,1058090,Nein,Nein,Nein,Nein,"Spielplatz ""Fleischerstr.,  Schmellerwiese""","Spielplatz ""Fleischerstr.,  Schmellerwiese""",,,"Bodenschach
Bolzplatz
Rodelhügel
Streetball
Wasserspiel",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058091,"Spielplatz ""Thalkirchner Str. 92, am Arbeitsamt""",48.12466668278284,11.562084975208856,1058092,Nein,Nein,Nein,Nein,"Spielplatz ""Thalkirchner Str. 92, am Arbeitsamt""","Spielplatz ""Thalkirchner Str. 92, am Arbeitsamt""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058093,"Spielplatz ""Am Glockenbach, Ecke Holzstr.          """,48.1263958955616,11.567497285092276,1058094,Nein,Nein,Nein,Nein,"Spielplatz ""Am Glockenbach, Ecke Holzstr.          ""","Spielplatz ""Am Glockenbach, Ecke Holzstr.          """,,,Wasserspiel,Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058095,"Spielplatz ""Corneliusstr., Patentamt""",48.12999985778317,11.578980072729424,1058096,Nein,Nein,Nein,Nein,"Spielplatz ""Corneliusstr., Patentamt""","Spielplatz ""Corneliusstr., Patentamt""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058097,"Spielplatz ""Kegelhof Auer-Mühlbach""",48.127479848783636,11.585905416655187,1058098,Nein,Nein,Nein,Nein,"Spielplatz ""Kegelhof Auer-Mühlbach""","Spielplatz ""Kegelhof Auer-Mühlbach""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058099,"Spielplatz ""Lothringerstr., Postwiese""",48.12636965513868,11.600032544909816,1058100,Nein,Nein,Nein,Nein,"Spielplatz ""Lothringerstr., Postwiese""","Spielplatz ""Lothringerstr., Postwiese""",,,"Skateanlage
Streetball
Wasserspiel",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058101,"Spielplatz ""St.-Wolfgangs-Platz""",48.125638554873774,11.594141153208795,1058102,Nein,Nein,Nein,Nein,"Spielplatz ""St.-Wolfgangs-Platz""","Spielplatz ""St.-Wolfgangs-Platz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058103,"Spielplatz ""Eduard-Schmid-Str., rechts d. Reichenbachbrücke ggü. Nr. 11""",48.126858451884104,11.578240014355794,1058104,Nein,Nein,Nein,Nein,"Spielplatz ""Eduard-Schmid-Str., rechts d. Reichenbachbrücke ggü. Nr. 11""","Spielplatz ""Eduard-Schmid-Str., rechts d. Reichenbachbrücke ggü. Nr. 11""",,,"Bodenschach
Streetball",,"Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058105,"Spielplatz ""Eduard-Schmid-Str., links d. Reichenbachbrücke ggü. Nr. 14""",48.12614419972017,11.577211506908448,1058106,Nein,Nein,Nein,Nein,"Spielplatz ""Eduard-Schmid-Str., links d. Reichenbachbrücke ggü. Nr. 14""","Spielplatz ""Eduard-Schmid-Str., links d. Reichenbachbrücke ggü. Nr. 14""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058107,"Spielplatz ""Entenbachstr. 14""",48.124026155608654,11.578410925051648,1058108,Nein,Nein,Nein,Nein,"Spielplatz ""Entenbachstr. 14""","Spielplatz ""Entenbachstr. 14""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058109,"Spielplatz ""Kronepark, Am Nockherberg""",48.1202667612206,11.58083245436193,1058110,Nein,Nein,Nein,Nein,"Spielplatz ""Kronepark, Am Nockherberg""","Spielplatz ""Kronepark, Am Nockherberg""",,,Wasserspiel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058113,"Spielplatz ""Roecklplatz""",48.12094153685181,11.561592754889158,1058114,Nein,Nein,Nein,Nein,"Spielplatz ""Roecklplatz""","Spielplatz ""Roecklplatz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058115,"Spielplatz ""Scheidplatz Ecke Parzivalstr.""",48.170489336781955,11.574454508858151,1058116,Nein,Nein,Nein,Nein,"Spielplatz ""Scheidplatz Ecke Parzivalstr.""","Spielplatz ""Scheidplatz Ecke Parzivalstr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058117,"Spielplatz ""Tassiloplatz""",48.122673037727395,11.594795790461422,1058118,Nein,Nein,Nein,Nein,"Spielplatz ""Tassiloplatz""","Spielplatz ""Tassiloplatz""",,,"Skateanlage
Streetball",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058119,"Spielplatz ""Olympiaberg, Spiridon-Louis-Ring, am Tollwoodgelände""",48.167467922715716,11.546287686192633,1058120,Nein,Nein,Nein,Nein,"Spielplatz ""Olympiaberg, Spiridon-Louis-Ring, am Tollwoodgelände""","Spielplatz ""Olympiaberg, Spiridon-Louis-Ring, am Tollwoodgelände""",,,Streetball,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058121,"Spielplatz ""Praterinsel, südl. Alpenverein""",48.13542627239215,11.589885702640217,1058122,Nein,Nein,Nein,Nein,"Spielplatz ""Praterinsel, südl. Alpenverein""","Spielplatz ""Praterinsel, südl. Alpenverein""",,,Streetball,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058123,"Spielplatz ""Am Glockenbach, Bolzplatz""",48.12669034493049,11.56687688855366,1058124,Nein,Nein,Nein,Nein,"Spielplatz ""Am Glockenbach, Bolzplatz""","Spielplatz ""Am Glockenbach, Bolzplatz""",,,Bolzplatz,Tischtennis,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058125,"Spielplatz ""Am Neudeck""",48.12383322202253,11.584712329284866,1058126,Nein,Nein,Nein,Nein,"Spielplatz ""Am Neudeck""","Spielplatz ""Am Neudeck""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058127,"Spielplatz ""Kolumbusplatz""",48.11969384898999,11.576646514434849,1058128,Nein,Nein,Nein,Nein,"Spielplatz ""Kolumbusplatz""","Spielplatz ""Kolumbusplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058129,"Spielplatz ""Theresienwiese, Skateanlage""",48.129396803041104,11.550317003772227,1058130,Nein,Nein,Nein,Nein,"Spielplatz ""Theresienwiese, Skateanlage""","Spielplatz ""Theresienwiese, Skateanlage""",,,"Skateanlage
Streetball",,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058131,"Spielplatz ""Arnulfpark, kleiner Spielplatz""",48.14386772850839,11.539091252337778,1058132,Nein,Nein,Nein,Nein,"Spielplatz ""Arnulfpark, kleiner Spielplatz""","Spielplatz ""Arnulfpark, kleiner Spielplatz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058133,"Spielplatz ""Arnulfpark, großer Spielplatz""",48.14343233356535,11.542669543801715,1058134,Nein,Nein,Nein,Nein,"Spielplatz ""Arnulfpark, großer Spielplatz""","Spielplatz ""Arnulfpark, großer Spielplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058135,"Spielplatz ""Renatastraße, Bolzplatz""",48.14747174870671,11.529625097915636,1058136,Nein,Nein,Nein,Nein,"Spielplatz ""Renatastraße, Bolzplatz""","Spielplatz ""Renatastraße, Bolzplatz""",,,"Skateanlage
Streetball
Bolzplatz",,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
